bus1,bus2,bus3,bus4,bus5,bus6,bus7,bus8,bus9,bus10,bus11,bus12,bus13,bus14,bus15,bus16,bus17,bus18,bus19,bus20,bus21,bus22,bus23,bus24,bus25,bus26,bus27,bus28,bus29,bus30,bus31,bus32,bus33
0,53,13,49,27,52,8,176,48,27,12,46,55,24,44,46,6,22,0,11,89,1,0,173,279,35,22,27,43,139,99,90,26
0,83,31,34,6,19,171,188,59,52,23,36,57,120,33,47,33,10,4,1,20,88,61,360,236,43,32,45,66,73,2,33,43
0,3,25,112,8,33,45,65,41,57,36,45,20,11,15,45,12,36,67,74,16,84,67,320,270,38,2,46,10,26,59,205,36
0,66,81,108,17,14,188,115,14,21,32,3,24,35,29,55,26,46,23,30,78,12,69,324,227,37,55,60,13,38,107,43,40
0,8,84,21,27,17,81,22,4,33,38,31,37,111,39,30,1,85,11,17,72,58,45,361,339,21,60,60,0,94,8,125,45
0,87,73,87,42,10,8,81,10,13,28,23,60,56,20,19,12,16,73,40,24,86,9,354,386,51,3,14,5,31,75,29,29
0,75,48,26,17,56,26,116,35,36,25,23,9,53,15,21,1,21,43,52,45,52,56,252,76,15,37,11,91,73,5,172,31
0,89,68,54,28,36,183,115,28,33,19,40,54,34,60,48,6,28,77,63,34,85,56,361,18,5,21,19,110,181,112,197,23
0,73,42,31,1,23,104,82,35,53,14,12,40,116,18,54,20,47,0,10,29,0,5,42,111,37,60,50,58,144,43,155,19
0,93,31,113,41,12,61,36,50,26,1,19,31,31,47,50,60,24,11,2,66,37,88,42,4,32,20,40,98,126,144,77,51
0,6,44,22,22,31,183,56,23,60,10,11,2,68,20,29,2,69,1,63,8,47,10,89,185,38,22,21,107,28,36,18,43
0,10,23,48,39,24,112,72,42,3,13,28,0,74,33,18,14,1,88,53,61,45,43,73,344,55,0,29,57,32,30,46,44
0,12,89,8,17,23,175,188,9,47,12,8,37,27,13,51,30,30,55,52,79,76,75,205,80,40,3,56,43,59,102,204,9
0,37,54,0,16,35,15,30,60,25,28,8,44,30,52,53,21,16,75,12,51,34,36,323,359,29,28,45,26,121,115,150,29
0,59,26,19,15,30,135,15,12,45,24,25,52,67,19,26,51,77,41,90,70,66,80,359,0,17,12,6,7,91,149,178,59
0,7,62,48,25,16,49,46,46,25,38,37,47,18,8,11,58,8,53,81,29,55,37,164,137,46,1,18,72,53,53,114,60
0,74,35,115,36,52,49,4,56,27,18,17,21,11,30,50,58,78,82,31,2,0,48,111,36,14,31,54,9,105,121,188,4
0,63,55,45,37,25,40,142,14,25,20,38,36,60,25,41,22,0,45,51,12,49,63,343,112,55,12,32,63,105,80,90,48
0,0,5,24,56,12,121,54,51,10,1,60,8,58,19,39,33,15,76,23,21,30,9,99,131,3,42,5,81,160,15,142,7
0,1,75,42,51,39,163,15,32,37,1,53,51,0,29,13,60,11,63,63,33,81,89,48,317,19,45,44,36,55,31,199,28
0,87,15,87,48,7,82,120,9,2,10,53,28,60,52,48,31,75,86,13,59,40,75,218,137,43,17,47,111,95,60,79,35
0,79,61,80,0,29,9,38,56,56,37,21,55,24,32,6,27,35,40,37,67,58,73,187,29,21,21,58,39,104,66,10,5
0,69,64,97,37,38,181,189,55,51,42,7,43,103,6,29,33,44,52,29,47,71,34,267,166,43,47,14,64,24,137,63,56
0,54,65,57,56,40,106,146,3,6,0,15,4,76,14,27,55,63,30,34,34,87,17,408,177,32,54,15,86,83,10,30,38
0,12,44,42,6,60,57,133,17,34,0,36,26,29,24,13,57,77,37,15,88,45,52,134,378,54,42,45,65,54,139,77,4
0,5,68,38,23,0,181,94,37,54,40,47,54,73,4,18,18,77,80,85,88,83,36,189,402,44,33,7,70,192,64,188,20
0,26,57,105,60,36,18,17,36,2,30,40,8,47,20,45,2,50,72,17,6,21,66,418,130,24,12,11,65,17,133,203,0
0,40,78,52,40,47,169,106,7,41,34,52,0,40,38,39,43,78,58,7,48,76,76,247,70,37,48,3,111,125,1,26,22
0,52,1,5,12,47,141,31,49,32,32,32,26,18,10,5,1,27,30,74,72,57,87,406,274,48,35,6,2,60,67,32,7
0,40,22,88,37,50,122,184,37,4,41,23,48,81,57,39,9,4,63,36,31,16,25,358,133,4,59,23,45,133,65,180,17
0,29,84,15,8,6,67,161,15,39,14,47,23,1,41,59,32,28,53,86,21,27,22,334,281,27,53,28,59,85,46,99,5
0,46,61,83,49,4,83,161,59,51,25,33,6,31,42,12,28,68,47,65,0,65,19,399,357,52,59,50,91,66,85,40,52
0,79,5,20,50,22,183,150,18,38,18,0,15,11,32,36,50,26,9,51,18,25,1,297,181,57,36,26,69,103,9,183,42
0,84,51,27,34,33,41,142,1,7,14,9,54,63,28,19,6,73,72,12,75,44,12,285,172,22,18,50,32,164,32,109,58
0,14,67,48,43,24,189,128,60,48,16,48,38,67,32,34,23,0,60,20,34,36,32,1,398,1,58,43,90,169,6,163,21
0,60,74,58,60,11,185,131,23,49,28,50,18,25,27,42,24,14,88,66,33,63,13,224,46,56,47,38,120,80,107,164,30
0,19,6,79,3,19,138,150,55,28,5,31,56,102,12,40,56,4,88,2,74,41,11,314,138,17,9,26,8,154,95,93,7
0,69,87,23,4,53,5,45,15,57,31,54,18,45,10,23,39,84,51,18,88,13,68,27,321,25,19,8,38,107,81,60,24
0,49,55,87,4,22,107,63,8,26,44,33,35,58,39,50,33,64,80,76,1,53,2,226,383,52,40,49,97,187,14,39,38
0,68,29,75,23,39,7,176,12,4,41,23,47,54,0,31,4,80,57,43,37,83,76,193,23,23,39,50,104,127,113,64,37
0,30,89,68,14,55,159,36,35,47,19,23,18,25,21,24,39,7,2,19,22,63,4,163,242,37,23,51,85,75,73,33,20
0,14,7,59,53,8,185,56,33,57,45,50,8,51,14,41,11,88,54,22,10,37,14,13,345,3,4,56,24,188,72,98,16
0,6,78,32,45,58,90,120,36,24,5,21,12,21,44,55,50,21,83,71,34,89,46,207,339,24,14,20,89,32,133,99,37
0,53,78,16,18,42,65,112,33,54,25,52,20,14,48,53,56,77,34,4,24,90,65,284,379,41,31,49,105,108,136,137,16
0,16,73,56,56,50,158,72,44,12,34,8,50,107,39,34,29,33,87,52,24,34,70,398,277,48,58,32,23,20,88,192,42
0,41,25,3,19,33,108,104,55,4,18,59,40,80,28,55,4,65,85,74,45,53,50,351,111,0,52,8,12,122,126,96,39
0,7,49,43,47,4,32,88,50,58,10,40,14,110,58,5,20,60,65,50,35,48,16,318,177,8,5,22,70,192,142,30,49
0,71,35,101,50,55,186,12,33,55,19,51,49,92,58,5,18,71,33,82,23,30,48,392,297,10,2,59,92,110,22,45,29
0,65,24,16,37,55,140,159,16,21,39,22,23,41,14,59,39,73,20,22,35,6,76,279,6,2,38,18,38,126,99,176,11
0,20,30,44,53,46,93,21,52,49,13,46,20,92,37,54,14,57,83,79,60,78,16,271,314,12,51,26,81,128,122,40,28
0,100,3,32,36,5,130,81,16,21,12,47,5,80,1,11,55,6,80,83,18,83,8,264,66,43,49,23,71,76,124,205,42
0,89,77,68,28,9,144,200,3,58,36,59,17,32,18,27,0,7,40,73,61,48,42,106,278,4,25,34,23,71,48,164,8
0,31,21,11,39,60,166,117,54,5,19,58,34,101,59,31,9,69,65,71,70,75,2,248,252,43,60,9,12,184,55,67,32
0,96,76,44,38,27,94,122,39,40,9,30,53,37,38,26,22,37,86,2,6,1,14,190,393,22,29,24,83,93,33,197,28
0,76,13,58,17,13,63,33,5,32,13,57,44,1,28,53,45,14,61,63,27,44,24,60,277,39,49,45,22,78,146,26,5
0,60,2,112,25,40,12,153,50,23,23,39,16,14,50,18,39,39,16,71,11,82,62,414,0,8,8,31,5,194,16,34,30
0,10,3,26,16,35,95,92,57,41,35,48,9,56,49,27,41,5,81,58,8,18,28,351,305,29,49,2,40,113,73,127,9
0,2,86,56,6,2,162,18,58,33,19,58,31,44,15,5,5,20,48,9,68,7,26,123,139,7,1,47,60,47,133,69,45
0,40,56,115,40,33,62,32,33,54,17,21,14,15,35,59,6,5,70,28,30,85,6,334,155,47,15,47,108,133,122,157,21
0,63,69,114,58,19,115,187,9,0,27,55,3,63,45,2,57,5,58,53,35,46,59,362,262,32,17,11,53,138,21,11,20
0,46,42,33,5,25,72,124,59,40,18,3,46,8,35,2,9,42,9,31,78,0,45,351,171,58,51,38,4,138,31,68,8
0,8,58,118,8,48,56,160,37,8,29,21,53,2,37,36,47,25,21,90,66,64,73,39,187,18,49,55,75,142,100,20,11
0,33,14,68,53,36,92,172,42,23,15,19,32,77,59,60,60,42,67,19,74,85,15,224,190,51,55,5,89,85,83,183,24
0,80,42,44,16,22,59,159,8,4,6,42,7,59,21,51,13,22,65,27,89,10,67,64,157,16,41,2,68,12,30,69,18
0,32,10,52,26,5,56,120,3,59,2,54,56,1,4,7,45,29,62,73,26,35,47,228,415,16,56,19,107,75,4,39,53
0,59,19,64,52,57,173,50,0,56,16,44,35,60,1,51,8,43,3,28,63,53,82,396,407,7,0,43,15,193,16,189,9
0,54,52,88,51,25,85,177,24,12,21,24,27,73,49,6,51,19,48,27,51,82,45,161,271,50,40,28,64,86,61,180,39
0,43,45,112,51,28,171,79,31,6,3,5,18,53,45,48,19,63,17,79,58,9,60,57,108,26,18,11,79,120,75,64,26
0,38,27,13,52,52,10,186,47,52,12,30,5,67,12,60,3,84,59,30,29,77,24,318,52,13,34,6,11,76,0,107,37
0,6,20,112,9,34,82,15,21,4,20,48,35,67,29,40,11,7,29,88,40,18,82,397,379,13,41,0,104,140,138,20,47
0,58,68,120,56,27,11,112,27,21,14,34,46,109,20,27,6,71,26,11,82,84,85,411,4,60,35,26,36,177,46,170,18
0,26,35,67,33,16,25,168,21,8,8,60,20,26,5,18,35,16,48,87,56,1,89,44,150,3,44,3,82,164,113,37,42
0,48,10,15,46,29,183,152,1,53,6,23,31,48,14,30,53,43,51,24,14,24,19,343,222,56,25,31,28,166,26,176,48
0,16,68,79,55,50,84,145,40,60,22,51,13,110,41,40,24,12,46,41,27,25,43,338,203,39,59,0,53,15,44,83,40
0,19,36,70,40,16,179,34,11,40,6,54,31,118,55,51,60,47,4,63,62,58,83,361,169,22,26,29,98,98,111,23,23
0,63,21,92,15,54,151,59,48,48,12,35,21,36,11,21,60,84,45,52,65,82,43,197,396,19,5,38,43,83,90,151,23
0,46,75,79,22,10,68,82,36,4,13,31,23,71,29,49,6,2,55,29,1,17,0,328,43,4,17,22,37,1,104,114,15
0,11,10,78,59,31,106,46,20,20,24,11,15,85,59,1,58,19,63,58,58,5,87,160,122,26,10,56,11,77,54,201,46
0,81,33,5,33,23,44,54,48,31,3,46,30,67,33,2,45,31,67,41,19,39,45,132,419,47,18,7,19,100,88,125,16
0,59,37,101,3,42,60,112,51,36,42,24,11,58,59,1,46,56,56,54,2,72,84,244,412,44,12,10,6,134,29,128,33
0,56,57,116,48,12,96,143,13,51,2,35,37,5,59,54,12,28,69,32,22,81,55,394,153,24,53,55,119,97,140,108,18
0,27,24,111,0,51,174,189,29,24,3,14,23,92,27,42,39,61,60,26,76,23,88,116,101,26,8,2,77,183,21,189,58
0,83,77,15,16,36,145,183,2,15,4,8,15,65,19,52,48,27,18,7,20,5,44,376,231,16,14,21,94,118,150,190,9
0,17,13,35,23,11,169,24,4,6,1,5,30,31,38,41,21,73,90,78,37,53,8,118,288,20,41,59,40,158,146,70,58
0,87,45,74,54,12,67,36,59,34,41,22,1,12,12,48,32,55,9,87,62,43,73,19,395,35,21,53,1,78,32,52,0
0,60,64,48,45,8,169,175,17,23,5,19,51,109,19,30,29,41,8,30,57,6,68,29,167,54,1,2,32,35,29,70,26
0,69,24,25,26,28,71,191,50,42,36,30,37,53,31,16,0,23,27,12,11,31,11,23,401,26,26,41,45,85,47,98,60
0,4,28,16,20,59,131,13,12,58,34,14,55,100,29,24,52,64,73,87,63,86,13,358,111,29,9,3,64,42,18,155,30
0,45,2,118,21,25,117,138,17,57,20,42,25,51,10,45,18,49,70,22,48,60,59,121,334,47,9,40,50,148,116,52,17
0,0,17,105,3,21,197,121,1,4,30,11,7,99,1,5,37,72,35,10,57,25,68,181,397,6,36,35,54,31,95,61,60
0,38,58,25,7,19,126,0,35,6,7,24,25,15,23,5,6,25,73,3,48,88,8,54,135,49,17,29,36,166,64,102,51
0,3,38,69,5,43,39,193,33,54,43,44,52,44,40,22,7,48,82,35,15,44,64,2,399,27,18,44,45,11,119,67,36
0,35,87,42,2,52,142,146,54,44,2,2,3,21,55,2,20,44,53,9,64,28,22,27,56,2,4,21,5,51,145,139,16
0,43,44,115,15,40,100,103,9,43,5,59,26,38,54,55,22,15,30,67,66,69,89,304,340,2,23,14,101,151,42,6,12
0,60,11,73,13,23,52,101,15,0,41,2,43,23,41,7,50,8,45,80,20,37,57,224,316,23,58,3,77,187,20,190,58
0,42,55,69,47,24,184,36,50,58,45,9,29,55,28,16,4,49,22,42,64,28,68,118,87,1,9,41,75,81,91,22,58
0,36,51,6,29,60,125,7,9,52,20,40,34,44,15,1,59,10,59,70,9,35,78,384,311,4,22,52,57,64,47,25,11
0,40,22,58,6,28,28,10,20,24,45,58,13,98,34,31,11,81,8,65,40,82,41,339,116,56,5,0,21,194,125,36,47
0,82,35,9,30,45,113,95,38,34,44,39,43,26,13,4,3,32,65,50,54,27,66,373,148,24,43,32,48,57,77,18,37
0,90,43,49,40,41,51,77,30,19,44,0,59,35,46,26,8,89,69,35,90,59,79,293,134,26,50,14,63,179,111,152,14
0,20,80,89,47,59,57,163,50,50,23,53,4,112,41,34,6,31,79,13,90,77,85,60,51,21,55,39,21,57,88,87,23
0,76,30,105,21,9,30,38,29,16,31,11,29,30,1,46,20,67,36,30,9,83,5,233,129,51,56,47,85,135,29,109,47
0,88,89,23,4,30,170,184,0,53,30,37,44,100,2,22,7,64,58,45,1,4,32,186,158,54,11,52,119,190,67,138,24
0,26,29,29,39,35,77,78,57,22,40,43,55,30,30,55,11,13,4,34,64,41,82,289,299,35,28,21,1,64,62,116,59
0,36,10,22,7,25,65,91,22,29,8,13,29,26,41,12,57,57,74,51,0,9,13,215,217,27,41,39,41,3,63,97,35
0,48,39,52,4,59,200,154,59,60,10,38,15,11,59,44,4,29,50,76,41,71,80,81,158,44,51,16,58,37,67,141,9
0,62,19,109,6,35,91,7,38,46,10,7,5,87,8,4,58,19,46,28,36,37,19,128,306,47,6,28,109,99,94,206,32
0,38,83,25,15,3,43,21,11,37,33,22,56,6,13,48,31,58,39,33,47,30,69,382,164,3,40,7,43,199,14,179,12
0,13,90,81,34,22,176,70,37,10,7,26,41,6,24,14,50,31,74,28,10,18,60,186,147,10,0,13,21,126,98,78,40
0,15,11,119,1,35,77,173,3,48,18,57,35,15,53,26,60,38,29,35,24,8,48,205,134,30,34,15,91,81,67,12,44
0,36,25,60,24,14,12,114,56,28,7,40,39,7,57,39,5,57,83,67,39,17,74,176,229,10,18,11,53,85,71,171,8
0,93,19,10,59,60,98,74,6,56,18,53,40,98,18,26,49,63,48,83,83,66,75,35,73,42,49,39,26,81,7,112,7
0,56,82,104,46,31,139,175,27,27,33,34,10,10,56,54,13,3,54,57,30,21,77,275,389,58,29,32,0,113,125,88,56
0,23,73,58,32,41,71,172,29,4,25,20,16,61,20,50,19,52,40,8,21,11,12,218,48,47,35,17,78,79,139,116,52
0,65,90,20,24,8,60,6,22,5,10,48,12,88,52,18,39,18,34,0,55,84,79,231,265,2,59,20,46,95,35,90,42
0,33,42,76,13,46,97,132,31,47,0,17,12,27,59,22,14,68,58,3,29,52,15,67,344,32,17,0,111,77,69,179,16
0,76,38,62,32,18,74,143,30,33,38,1,17,94,53,55,57,73,8,66,16,20,49,157,132,38,49,15,100,116,89,116,12
0,77,56,74,9,18,54,99,57,45,18,38,27,70,15,22,46,76,35,17,54,47,2,307,169,57,14,48,98,117,0,180,11
0,48,6,112,16,14,83,168,16,8,33,27,32,113,47,1,30,55,52,89,8,8,20,344,204,60,27,0,86,8,9,188,3
0,81,77,13,33,16,95,110,8,60,28,24,26,8,46,16,19,75,68,23,70,76,21,55,193,40,45,41,18,184,11,187,56
0,16,39,7,36,59,23,119,6,55,36,58,22,26,32,35,25,45,29,87,87,21,80,55,361,53,47,17,101,71,115,28,52
0,8,69,104,24,17,167,68,47,12,29,10,28,23,55,50,2,65,13,55,79,15,26,315,13,1,29,43,2,44,19,66,59
0,30,11,82,11,7,54,110,2,33,9,60,11,38,15,21,30,90,74,17,55,60,44,23,146,43,18,12,27,94,16,112,6
0,74,24,80,45,38,95,125,15,21,10,50,40,56,27,24,1,86,67,32,78,80,80,288,191,28,5,49,102,153,137,1,32
0,71,20,80,25,59,97,143,60,26,4,21,42,41,55,55,32,13,29,62,29,60,46,279,218,22,21,58,63,96,72,199,17
0,8,26,38,60,57,88,20,60,55,23,39,16,99,44,4,20,52,19,32,81,34,74,400,122,19,56,7,8,54,125,128,30
0,12,42,0,10,14,9,120,9,43,14,14,47,1,49,3,34,59,68,67,41,10,34,341,253,29,18,44,53,91,90,21,33
0,32,29,49,56,55,111,103,56,20,5,45,29,116,5,37,29,79,52,87,54,87,16,268,81,3,48,38,89,84,9,82,49
0,81,87,62,14,39,93,114,22,5,19,19,37,89,46,14,29,10,57,55,53,6,40,248,146,29,48,50,72,179,3,175,30
0,2,2,15,36,35,143,148,17,54,26,26,20,14,57,59,56,50,74,83,87,5,68,329,169,51,8,40,93,191,125,59,42
0,70,87,105,44,41,160,146,59,9,28,15,4,23,30,2,50,17,65,27,3,41,6,383,195,15,22,46,64,190,131,112,3
0,49,42,103,21,27,16,108,46,15,10,12,2,98,48,22,33,65,25,71,20,59,3,385,387,30,56,24,61,125,130,78,8
0,89,41,68,26,43,157,155,26,46,39,17,32,97,56,18,39,17,75,76,81,66,18,279,14,42,8,3,106,82,22,39,49
0,74,10,42,12,1,195,16,25,37,27,56,51,8,9,7,26,22,35,41,28,36,43,200,260,34,7,28,111,121,101,125,0
0,61,28,15,57,21,176,52,10,32,3,55,6,84,43,46,49,88,53,83,22,39,50,280,76,52,22,10,118,157,135,113,8
0,74,56,83,43,33,152,27,8,53,32,23,58,19,54,26,18,14,15,38,34,31,79,118,18,15,41,11,95,51,142,161,6
0,59,33,87,60,42,166,155,49,37,2,43,59,54,1,3,0,79,20,14,73,25,39,194,160,7,16,20,83,76,47,180,15
0,3,39,31,23,47,118,51,10,48,26,39,8,40,59,14,26,3,84,68,42,22,58,10,60,41,26,13,92,2,6,99,29
0,9,47,45,5,50,95,196,43,30,37,25,27,32,47,47,1,74,50,27,43,34,79,389,141,1,18,46,45,155,37,6,23
0,8,24,82,56,54,100,176,4,9,23,27,0,42,45,31,59,75,21,25,12,40,62,370,388,47,19,47,55,101,75,97,11
0,79,27,36,17,41,75,9,15,55,36,21,17,111,23,3,41,45,61,6,89,83,85,119,90,40,59,7,34,152,40,38,12
0,57,51,2,45,1,85,132,58,53,38,16,0,27,10,36,31,40,67,20,53,58,2,10,121,23,17,53,46,38,13,51,14
0,58,86,72,12,11,152,176,20,18,4,19,26,51,16,22,41,19,53,61,13,64,30,222,247,40,42,10,29,63,95,206,11
0,51,22,9,36,42,166,60,1,37,33,23,47,49,33,5,11,70,53,46,17,59,80,271,241,17,24,25,86,189,101,42,57
0,57,83,44,26,33,138,89,34,50,2,10,13,8,45,13,2,32,61,59,79,88,82,329,63,45,11,17,19,138,119,13,41
0,32,21,79,23,3,44,144,52,34,4,17,10,43,35,25,6,79,86,69,66,30,6,263,139,41,43,29,35,127,37,27,3
0,94,48,88,35,53,59,130,33,36,17,36,43,112,55,55,20,9,68,54,49,76,77,124,26,44,10,59,67,4,85,8,10
0,89,59,28,26,28,125,195,36,34,22,55,27,34,41,12,7,31,24,19,20,25,65,75,335,10,20,37,63,37,62,164,36
0,62,49,32,29,11,144,21,20,33,36,18,56,60,23,19,32,16,77,48,49,72,54,140,57,52,21,16,64,28,88,137,34
0,52,13,117,19,44,75,117,28,46,16,57,43,47,11,56,18,9,37,89,30,23,43,245,17,36,30,15,10,10,136,125,47
0,75,72,88,34,15,111,25,49,48,6,19,34,18,54,17,51,84,44,78,6,0,64,260,222,9,20,45,98,13,97,164,18
0,78,31,106,50,14,24,190,29,22,15,3,1,70,38,0,33,36,69,18,10,65,66,71,282,25,11,19,103,170,43,111,36
0,62,86,91,54,33,120,173,10,38,3,56,30,82,35,17,52,51,90,12,58,52,38,103,186,57,37,17,54,16,21,33,46
0,70,85,38,39,0,41,197,31,7,18,37,8,32,29,53,6,62,48,43,65,80,13,213,142,6,57,20,81,51,23,26,51
0,85,11,20,8,58,13,166,36,55,2,6,60,73,28,40,37,55,39,1,77,35,83,189,417,46,24,33,36,112,84,82,43
0,2,24,85,4,6,102,90,17,17,42,19,19,108,20,15,17,71,53,23,85,8,42,192,244,51,28,40,65,190,94,32,57
0,10,64,81,34,32,25,19,41,43,11,34,60,78,49,15,34,25,9,82,1,1,90,172,282,27,55,44,27,95,109,189,50
0,42,53,51,56,7,149,178,52,37,4,52,7,102,35,1,35,4,5,48,45,25,11,94,364,56,16,50,50,192,130,138,18
0,9,18,83,31,28,11,192,39,25,17,31,22,27,5,55,38,56,37,57,71,2,46,247,94,24,4,8,22,172,9,209,19
0,24,52,93,34,47,5,188,34,45,21,16,18,74,42,6,53,42,64,9,62,30,43,229,218,25,18,18,76,176,78,164,5
0,83,68,6,57,30,77,79,54,34,15,14,43,120,41,58,7,52,78,7,11,33,78,184,317,10,14,1,75,135,48,188,7
0,22,87,62,41,21,103,134,58,2,40,9,9,111,11,44,3,76,40,51,63,83,85,164,181,51,46,21,94,182,72,129,28
0,13,36,14,54,25,138,115,4,58,13,60,6,24,27,52,54,26,48,14,23,68,8,141,326,25,22,25,55,92,45,19,43
0,96,15,81,53,47,28,4,38,22,14,41,11,47,18,3,9,47,19,68,22,81,44,413,110,56,52,11,41,187,122,191,42
0,0,79,35,42,11,173,46,51,8,2,24,57,64,10,28,8,53,9,84,36,54,83,270,341,20,36,23,106,68,54,102,36
0,63,34,96,6,39,196,147,2,55,41,26,24,13,16,10,12,59,72,75,72,21,34,382,47,59,25,24,99,171,68,172,17
0,87,25,97,10,41,20,52,57,11,12,26,49,22,29,21,11,63,21,16,66,72,50,129,135,29,16,19,117,196,61,43,38
0,11,34,11,22,3,18,190,19,51,45,9,19,93,57,51,16,69,0,33,68,4,72,106,162,29,24,33,71,58,48,181,0
0,79,34,94,17,19,63,102,10,51,44,44,32,31,56,18,24,47,78,45,88,57,72,282,407,43,37,6,98,61,71,15,38
0,74,25,68,23,20,8,157,39,55,27,15,51,79,11,56,13,81,52,30,49,30,62,357,242,44,53,2,24,105,59,18,0
0,94,23,45,15,52,181,164,53,30,4,6,0,11,24,28,24,82,0,50,88,44,30,210,292,56,29,39,84,58,118,83,6
0,4,43,52,41,41,55,57,7,9,27,12,10,34,40,41,23,72,59,3,1,87,8,44,208,24,57,37,21,35,22,80,33
0,55,4,6,50,60,94,65,16,12,8,13,0,83,21,14,11,78,71,14,81,45,22,12,214,37,26,31,6,127,24,189,13
0,16,59,35,16,21,91,48,41,9,39,23,26,4,20,13,47,47,1,61,54,77,85,261,187,30,36,7,40,85,93,29,52
0,46,65,104,43,8,162,67,48,6,16,50,37,41,11,2,8,33,80,13,79,68,22,92,311,41,14,53,82,65,61,43,7
0,49,73,47,48,32,23,128,12,27,3,25,4,6,54,4,21,27,54,89,11,90,0,109,206,29,15,60,28,68,38,13,57
0,80,89,116,26,21,41,120,54,13,5,60,6,25,52,9,40,53,70,17,61,57,10,354,213,40,35,3,59,3,56,175,55
0,63,44,72,38,36,18,138,35,45,22,44,51,115,15,5,14,81,40,55,4,41,6,170,292,3,22,30,7,97,142,104,11
0,1,87,93,58,2,37,19,14,32,41,45,8,105,35,16,32,58,31,9,8,49,79,96,361,17,5,12,120,14,54,103,42
0,2,56,109,29,10,116,105,26,31,8,5,60,9,25,57,54,77,76,21,33,36,87,72,269,39,28,27,65,69,117,9,57
0,59,39,100,15,31,156,187,60,16,4,7,12,57,15,42,53,90,11,62,44,82,22,258,38,21,41,39,25,183,117,9,36
0,73,85,8,54,15,193,153,52,48,4,4,14,8,3,30,0,64,6,3,46,39,3,225,129,6,42,28,41,78,66,201,31
0,74,19,93,32,36,88,137,52,42,22,33,4,92,29,57,30,13,35,60,1,20,41,13,134,40,10,32,25,117,42,103,40
0,68,77,1,8,29,18,168,47,59,45,28,49,112,55,29,36,81,47,80,48,25,59,134,100,27,31,4,21,97,47,23,0
0,52,30,88,24,41,92,134,2,22,25,56,55,29,26,57,32,76,33,14,69,6,57,382,249,37,14,26,111,141,91,141,44
0,99,8,32,2,48,142,41,55,16,37,41,17,5,51,43,46,53,74,78,71,73,67,310,231,11,31,50,82,181,84,132,27
0,91,40,24,24,32,93,87,50,10,13,57,30,92,52,56,25,16,10,69,24,40,32,68,363,28,22,40,18,149,142,130,51
0,33,57,97,60,32,55,2,15,47,2,27,10,70,49,47,39,3,5,24,85,37,76,294,152,59,60,2,24,43,5,8,3
0,74,7,119,60,19,96,14,10,40,11,15,4,33,47,46,1,42,87,80,55,4,30,292,316,0,23,25,12,185,14,209,19
0,30,46,65,0,47,117,173,17,29,28,44,51,2,9,26,19,87,56,49,58,42,57,26,230,32,30,14,16,57,16,108,36
0,88,23,0,33,28,10,163,32,36,2,17,23,48,60,55,18,2,20,10,65,13,84,143,339,44,9,2,27,22,65,15,44
0,36,12,73,2,19,141,168,47,21,0,27,24,43,26,0,5,71,83,89,40,4,57,175,30,10,57,7,2,199,118,71,23
0,10,16,110,15,34,153,85,19,13,12,46,54,62,8,30,45,69,67,71,29,7,13,358,11,30,9,1,77,9,102,189,3
0,56,76,36,29,30,153,12,23,43,34,9,43,74,17,4,40,86,35,2,60,10,10,276,230,33,53,54,58,184,40,9,39
0,58,53,87,42,10,142,84,41,41,31,57,50,50,35,21,58,58,58,9,52,18,81,183,397,31,43,16,111,151,136,63,29
0,34,67,13,57,33,34,61,6,0,12,18,11,55,21,41,46,40,14,35,10,11,52,325,261,1,59,18,75,105,61,137,40
0,92,73,111,57,29,14,114,15,6,5,36,47,2,39,31,19,13,47,74,89,89,72,216,393,37,51,13,87,180,102,118,33
0,69,23,25,20,2,200,7,56,20,17,29,40,74,2,58,10,26,19,19,6,31,52,224,309,6,14,37,16,164,7,61,1
0,51,45,8,43,25,88,107,49,24,32,15,28,13,46,32,54,69,10,5,55,48,46,22,371,24,7,25,74,69,117,114,22
0,95,27,120,10,54,99,79,34,6,15,16,56,29,56,4,60,88,81,34,24,21,27,382,313,41,40,59,92,72,76,167,9
0,91,58,35,27,47,95,156,53,31,28,16,44,17,38,14,37,58,30,67,63,41,48,114,351,5,18,28,120,174,117,17,19
0,51,69,89,10,6,148,150,37,52,37,20,58,42,38,21,19,10,33,20,57,61,43,66,209,56,35,35,23,95,18,44,40
0,20,15,112,45,28,113,42,53,37,37,20,27,19,46,32,56,10,57,43,54,88,1,147,145,2,23,31,19,155,97,39,26
0,82,55,2,38,31,13,97,52,59,6,55,50,88,4,18,50,79,77,58,33,82,1,45,5,29,57,32,45,174,38,80,47
0,12,11,44,2,4,118,126,24,11,22,35,35,56,6,56,17,49,53,41,20,63,63,201,290,52,38,18,40,24,113,100,3
0,95,22,93,29,27,51,169,19,34,23,48,36,11,55,35,18,47,60,71,76,32,26,393,224,35,16,27,101,156,57,153,58
0,41,43,51,13,7,52,64,22,42,42,36,34,29,14,16,42,42,75,57,45,58,57,118,172,59,9,12,9,74,98,18,37
0,22,71,84,25,40,92,69,27,43,23,52,47,119,10,31,11,27,43,7,25,89,9,181,341,23,55,14,32,70,24,188,41
0,63,55,42,33,40,165,79,26,3,15,24,32,58,59,25,4,9,53,37,30,24,80,323,68,47,43,15,19,76,103,118,58
0,69,82,98,28,55,54,49,40,1,29,43,48,79,14,25,28,64,47,33,90,3,36,1,352,55,7,22,7,55,60,34,21
